,RecentPrice,Beta,AnnualDividendRate,ROE(%),ROA(%),ProfitMargin(%),TotalCash,TotalDebt,OutstandingShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,netReceivables,longTermDebt,inventory,accountsPayable,shortLongTermDebt,incomeBeforeTax,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,interestExpense,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,investments,changeToLiabilities,totalCashflowsFromInvestingActivities,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,netIncome,changeInCash,repurchaseOfStock,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,dividendsPaid,changeToAccountReceivables,changeToNetincome,capitalExpenditures,netBorrowings,otherCashflowsFromFinancingActivities,MarketCap
LOW,201.2799987793,1.1125609756097563,2.8,657.83,16.22,8.62,99500000.0,1346056488.5496182,673750000.0,535000000.0,10699241944.88189,50976000000.0,-1576000000.0,5222000000.0,49400000000.0,343000000.0,1049000000.0,-1913000000.0,2118000000.0,311000000.0,-6000000.0,599000000.0,6121000000.0,20834000000.0,-6000000.0,23086000000.0,24849000000.0,20000000.0,-2422000000.0,408000000.0,23535000000.0,16685000000.0,11334000000.0,1260000000.0,2566000000.0,1896000000.0,4326000000.0,7587000000.0,2836000000.0,2836000000.0,-226000000.0,670000000.0,22918000000.0,20082000000.0,15331000000.0,-270000000.0,1896000000.0,1889000000.0,879000000.0,-746000000.0,485000000.0,-1464000000.0,-209000000.0,9000000.0,1896000000.0,1286000000.0,-2825000000.0,-1000000.0,2266000000.0,481000000.0,107816635.51401868,-563000000.0,-336094604.83870965,195000000.0,-410000000.0,1957000000.0,-42000000.0,135612399177.55338
LUMN,11.470000267,0.98,1.0,-6.14,4.29,-3.83,6200000.0,2696100000.0,1020000000.0,7160000000.0,19235000000.0,47125000000.0,11183000000.0,3479000000.0,58308000000.0,1031000000.0,8952000000.0,-6506000000.0,11565000000.0,15987000000.0,-2577000000.0,2534000000.0,635000000.0,8300000000.0,-2577000000.0,20926000000.0,11701000000.0,28960695355.140186,-11964000000.0,1717000000.0,26908000000.0,103000000.0,829000000.0,2501000000.0,716000000.0,544000000.0,686000000.0,2736000000.0,1103000000.0,1103000000.0,-377000000.0,172000000.0,4887000000.0,3784000000.0,2151000000.0,-387000000.0,544000000.0,544000000.0,-311141535.35353535,-59000000.0,-654000000.0,-1318000000.0,36000000.0,71203177.08333333,544000000.0,-242000000.0,-909000000.0,-22260245.61403509,1730000000.0,933000000.0,12000000.0,-266000000.0,16000000.0,224000000.0,-690000000.0,-140000000.0,-3000000.0,11699400272.34
LUV,46.7599983215,1.12,0.0,0.01,-4.41,0.01,270400000.0,1250400000.0,591920000.0,295000000.0,4251000000.0,26860000000.0,10250000000.0,5893000000.0,37110000000.0,888000000.0,338000000.0,15706000000.0,5376000000.0,970000000.0,-10595000000.0,623000000.0,12980000000.0,9135000000.0,267000000.0,16667000000.0,18554000000.0,1000000.0,8985000000.0,1479000000.0,11015000000.0,511000000.0,1229000000.0,225000000.0,600000000.0,446000000.0,1627970673.9130435,872000000.0,-59000000.0,-59000000.0,-106000000.0,154000000.0,4679000000.0,4738000000.0,3807000000.0,659000000.0,446000000.0,446000000.0,-274000000.0,-1390000000.0,-412000000.0,-157000000.0,-29000000.0,13000000.0,446000000.0,-1144000000.0,-1082745008.3333333,-22260245.61403509,-575000000.0,322000000.0,107816635.51401868,-416011386.7924528,-23000000.0,99000000.0,-138000000.0,-67000000.0,-103000000.0,27678178206.46228
LYB,107.5800018311,1.38,4.36,55.9,12.81,12.15,45400000.0,1158000000.0,332780000.0,695000000.0,6044000000.0,24754000000.0,11858000000.0,928000000.0,36742000000.0,19000000.0,583000000.0,8563000000.0,4349000000.0,1875000000.0,-2768000000.0,666000000.0,1472000000.0,7230000000.0,-1803000000.0,16502000000.0,12217000000.0,4787000000.0,9288000000.0,5212000000.0,11526000000.0,4901000000.0,4291000000.0,9000000.0,864000000.0,724000000.0,268000000.0,1896000000.0,1595000000.0,1595000000.0,-155000000.0,135000000.0,12830000000.0,11235000000.0,10934000000.0,-731000000.0,729000000.0,722000000.0,24000000.0,162000000.0,-705000000.0,-2758000000.0,301243676.4705882,71203177.08333333,724000000.0,-421000000.0,-385000000.0,-37000000.0,3079000000.0,201000000.0,-55000000.0,-376000000.0,396000000.0,1563000000.0,-674000000.0,-1843000000.0,-154000000.0,35800473009.35346
MAA,205.3899993896,1.1125609756097563,4.07,9.0,2.58,30.02,4700000.0,738900000.0,115140000.0,900000.0,7230956000.0,5131275000.0,5965168000.0,252487000.0,11285182000.0,1151000.0,110796000.0,23765154319.148937,30185000.0,10145954223.880596,-1266939000.0,117896000.0,54302000.0,681870000.0,-1266939000.0,10879061000.0,165098000.0,122227000.0,5964268000.0,6024967443.661972,4391863000.0,3778022597.938144,103913000.0,124827000.0,198706000.0,185641000.0,14121000.0,281267000.0,131651000.0,131651000.0,-39108000.0,7790000.0,463575000.0,331924000.0,182308000.0,67055000.0,190916000.0,184539000.0,-2684000.0,0.0,16069000.0,-143709000.0,6876000.0,71203177.08333333,185641000.0,89077000.0,-1082745008.3333333,-22260245.61403509,216717000.0,135737000.0,107816635.51401868,-118939000.0,-336094604.83870965,-113047000.0,-582493429.6296296,-25336000.0,566000.0,23648604529.718544
MAS,49.3899993896,1.34,0.85,233.83,11.79,5.76,35000000.0,24722199999.999996,244090000.0,395000000.0,10699241944.88189,5469000000.0,-126000000.0,8278249846.715328,5595000000.0,243000000.0,4346088436.090225,-595000000.0,485000000.0,617000000.0,226000000.0,121000000.0,854000000.0,1879000000.0,226000000.0,1058000000.0,3404000000.0,28960695355.140186,-1138000000.0,1330000000.0,2950000000.0,1107000000.0,1037000000.0,10000000.0,342000000.0,220000000.0,372000000.0,753000000.0,381000000.0,381000000.0,-26000000.0,103000000.0,2204000000.0,1823000000.0,1451000000.0,-39000000.0,239000000.0,219000000.0,2000000.0,133000000.0,-79000000.0,-186000000.0,301243676.4705882,71203177.08333333,220000000.0,85000000.0,-128000000.0,-6000000.0,356000000.0,36000000.0,4000000.0,-58000000.0,19000000.0,38000000.0,-29000000.0,-377467239.6694215,1247087705.357143,12055604951.007463
MCD,250.5099945068,0.61,5.16,57.57971631205673,11.59,32.49,63300000.0,1346056488.5496182,747240000.0,795000000.0,8231600000.0,58455300000.0,-4601000000.0,364000000.0,53854300000.0,16600000.0,52400000.0,57534700000.0,5787600000.0,2782500000.0,-70383900000.0,3645900000.0,4709200000.0,4020000000.0,-2573700000.0,38272600000.0,7148500000.0,1209800000.0,-8178500000.0,2204400000.0,35626800000.0,55600000.0,1006800000.0,1259538676.4705882,2107800000.0,1638800000.0,755400000.0,3261000000.0,2419500000.0,2419500000.0,-295600000.0,469000000.0,6009100000.0,3589600000.0,2748100000.0,-311700000.0,1638800000.0,1638800000.0,-311141535.35353535,225000000.0,-1122700000.0,-1098000000.0,418800000.0,87100000.0,1638800000.0,403400000.0,-803300000.0,-42400000.0,2666500000.0,481600000.0,-240600000.0,-1029100000.0,309900000.0,-42900000.0,-687200000.0,661300000.0,-14000000.0,187191088295.26123
MCHP,65.2200012207,1.55,0.8,17.36,6.21,14.95,5699999.999999999,1361900000.0,554870000.0,4256300000.0,2500600000.0,10243900000.0,5803300000.0,80100000.0,16047200000.0,600000.0,186700000.0,3878100000.0,1156700000.0,6673600000.0,-576000000.0,1986900000.0,313500000.0,1218700000.0,-23300000.0,929900000.0,2200500000.0,28960695355.140186,-5126600000.0,930100000.0,7868500000.0,768200000.0,301300000.0,1259538676.4705882,441500000.0,352800000.0,178100000.0,1153300000.0,514100000.0,514100000.0,-62100000.0,88700000.0,1757500000.0,1243400000.0,604200000.0,-72600000.0,352800000.0,352800000.0,-311141535.35353535,70500000.0,-126300000.0,-666900000.0,-8800000.0,13700000.0,352800000.0,60200000.0,-183800000.0,-22260245.61403509,853400000.0,300600000.0,-35600000.0,-128700000.0,55500000.0,78700000.0,-90700000.0,-362900000.0,-5200000.0,36188622077.32981
MCO,328.3999938965,1.18,2.42,97.45,13.63,35.2,126000000.0,3078600000.0,18590000.0,2510000000.0,832000000.0,11795000000.0,2430000000.0,1530000000.0,14414000000.0,3000000.0,144000000.0,12451000000.0,1549000000.0,5898000000.0,-10856000000.0,760000000.0,2239000000.0,2793000000.0,-462000000.0,752000000.0,4255000000.0,239000000.0,-5978000000.0,1589000000.0,6983000000.0,3778022597.938144,30000000.0,507000000.0,619000000.0,474000000.0,373000000.0,1132000000.0,698000000.0,698000000.0,-52000000.0,145000000.0,1526000000.0,828000000.0,394000000.0,-79000000.0,474000000.0,474000000.0,-11000000.0,38000000.0,-1910000000.0,927000000.0,72000000.0,7000000.0,474000000.0,-570000000.0,-128000000.0,-23000000.0,436000000.0,61000000.0,22000000.0,-115000000.0,-108000000.0,-97000000.0,-33000000.0,1178000000.0,-15000000.0,6104955886.535935
MDT,109.0199966431,1.1125609756097563,2.42,9.23,4.59,14.79,79300000.0,491200000.0,1340000000.0,16523000000.0,26059000000.0,39597000000.0,51991000000.0,999000000.0,91756000000.0,2716837500.0,2220000000.0,28974000000.0,6187000000.0,41612000000.0,-3042000000.0,4888000000.0,2900000000.0,7803000000.0,-3042000000.0,5188000000.0,22731000000.0,814000000.0,-6144000000.0,5493000000.0,25548000000.0,4349000000.0,1917000000.0,1259538676.4705882,1493000000.0,1311000000.0,2560000000.0,5381000000.0,1637000000.0,1637000000.0,-136000000.0,176000000.0,7847000000.0,6210000000.0,2466000000.0,-144000000.0,1317000000.0,1311000000.0,-344000000.0,-30000000.0,-709000000.0,-1155000000.0,-88000000.0,163000000.0,1311000000.0,-104000000.0,-429000000.0,-9000000.0,1769000000.0,676000000.0,-3000000.0,-847000000.0,-131000000.0,112000000.0,-271000000.0,-377467239.6694215,-42000000.0,146086795501.754
MGM,41.5999984741,2.35,0.01,10.8,0.91,13.27,107100000.00000001,2231300000.0,468960000.0,3616385000.0,1750135000.0,29774803000.0,6070645000.0,1066078000.0,40899116000.0,4538000.0,500000000.0,4340588000.0,2644718000.0,3480997000.0,-24616000.0,533438000.0,4703059000.0,3442264000.0,-24616000.0,25928298000.0,6416182000.0,923816000.0,-1026737000.0,857777000.0,11809797000.0,96374000.0,263097000.0,1014071000.0,147239000.0,131013000.0,883104000.0,1491903000.0,308316000.0,308316000.0,-195477000.0,31152000.0,3048574000.0,2740258000.0,1556671000.0,-161077000.0,116087000.0,106734000.0,-106995000.0,60504000.0,-133376000.0,-720668000.0,15547000.0,71203177.08333333,131013000.0,-367774000.0,-727315000.0,-448000.0,486718000.0,297031000.0,45768000.0,-1151000.0,-68560000.0,118044000.0,-168558000.0,146270000.0,-138472000.0,19508735284.413937
MMC,169.7599945068,1.1125609756097563,2.0,30.99,8.81,15.86,34800000.0,1172900000.0,50490000.0,3285000000.0,1112000000.0,23166000000.0,11009000000.0,277000000.0,34388000000.0,561000000.0,641000000.0,18389000000.0,3699000000.0,16317000000.0,-9053000000.0,3339000000.0,1752000000.0,6654000000.0,-4575000000.0,2715000000.0,8264000000.0,468000000.0,-8593000000.0,5871000000.0,10933000000.0,3778022597.938144,3086000000.0,17000000.0,961000000.0,803000000.0,1627970673.9130435,2327000000.0,1154000000.0,1154000000.0,-109000000.0,154000000.0,5137000000.0,3983000000.0,2810000000.0,-193000000.0,807000000.0,803000000.0,11000000.0,291000000.0,-575000000.0,749000000.0,356000000.0,46000000.0,803000000.0,1391000000.0,-427000000.0,-225000000.0,1442000000.0,505000000.0,10000000.0,-264000000.0,84000000.0,-460000000.0,-138000000.0,239000000.0,1155000000.0,8571182122.648333
MPWR,409.3800048828,0.91,2.3,20.43,10.91,19.22,161000000.0,5000000.0,46090000.0,7987129705.426356,10699241944.88189,333188000.0,1162713000.0,69122000.0,1495901000.0,769858000.0,19803000.0,381193000.0,102170000.0,6571000.0,11662000.0,72768000.0,226091000.0,227663000.0,11662000.0,346352000.0,1064494000.0,5716000.0,1156142000.0,83953000.0,18899216510.638298,208062000.0,72092000.0,1259538676.4705882,77924000.0,68770000.0,56291000.0,186311000.0,80552000.0,80552000.0,-145599757.57575756,9154000.0,323522000.0,242970000.0,137211000.0,-2628000.0,68770000.0,68770000.0,-67325000.0,17241000.0,-86930000.0,-24808000.0,21398000.0,4604000.0,68770000.0,5879000.0,-1082745008.3333333,-184000.0,117801000.0,7727000.0,-231000.0,-28503000.0,-2314000.0,33262000.0,-18581000.0,-377467239.6694215,-909000.0,18868324425.048252
MRK,86.9100036621,1.1125609756097563,2.56,26.04,12.13,13.68,39800000.0,737300000.0,2530000000.0,13384000000.0,44149000000.0,57631000000.0,35794000000.0,4341000000.0,93494000000.0,1788000000.0,4832000000.0,51691000000.0,10996000000.0,18862000000.0,-61834000000.0,10612000000.0,10016000000.0,23728000000.0,-4590000000.0,18565000000.0,31058000000.0,1013000000.0,3548000000.0,10581000000.0,22907000000.0,5603000000.0,4248000000.0,1259538676.4705882,5266000000.0,4567000000.0,2291000000.0,9752000000.0,5123000000.0,5123000000.0,-196000000.0,695000000.0,13154000000.0,8031000000.0,3402000000.0,143000000.0,4571000000.0,4567000000.0,-311141535.35353535,0.0,-1304914794.5205479,-478747205.4794521,301243676.4705882,71203177.08333333,4567000000.0,414127705.4794521,-1082745008.3333333,-22260245.61403509,2215622780.821918,509183055.9440559,107816635.51401868,-416011386.7924528,-336094604.83870965,17521561.643835615,-582493429.6296296,-377467239.6694215,1247087705.357143,219882309265.11298
MRNA,165.4900054932,1.1125609756097563,2.013416666666666,109.61,37.2,59.68,219700000.0,57600000.0,405450000.0,7987129705.426356,5003000000.0,10799000000.0,10124000000.0,8554000000.0,20923000000.0,2716837500.0,250000000.0,5090000000.0,499000000.0,10145954223.880596,31000000.0,96000000.0,5550000000.0,9957000000.0,31000000.0,960000000.0,13425000000.0,6442000000.0,10124000000.0,3199000000.0,18899216510.638298,965000000.0,87000000.0,1259538676.4705882,3552000000.0,3333000000.0,168000000.0,3726000000.0,3558000000.0,3558000000.0,-4000000.0,219000000.0,4969000000.0,1411000000.0,1243000000.0,-6000000.0,3333000000.0,3333000000.0,-3228000000.0,980000000.0,-3327000000.0,-2000000.0,-271000000.0,32000000.0,3333000000.0,-53000000.0,-1082745008.3333333,-22260245.61403509,3276000000.0,70000000.0,107816635.51401868,-416011386.7924528,-1122000000.0,43000000.0,-99000000.0,-34000000.0,1247087705.357143,67097922727.21793
MRO,26.6100006104,1.1125609756097563,0.18,-0.38,0.63,-0.87,6200000.0,383000000.0,778540000.0,7987129705.426356,7213000000.0,6365000000.0,10796000000.0,496000000.0,17161000000.0,937000000.0,25000000.0,6669000000.0,642000000.0,10145954223.880596,-4023000000.0,104000000.0,485000000.0,1676000000.0,82000000.0,14843000000.0,1655000000.0,559000000.0,10796000000.0,1068000000.0,3983000000.0,77000000.0,1028000000.0,39000000.0,188000000.0,184000000.0,70000000.0,1089000000.0,254000000.0,254000000.0,-57000000.0,4000000.0,1439000000.0,1185000000.0,350000000.0,-66000000.0,184000000.0,184000000.0,9000000.0,107000000.0,-265000000.0,-1036000000.0,-7000000.0,71203177.08333333,184000000.0,-485000000.0,-1000000.0,-22260245.61403509,816000000.0,583000000.0,1000000.0,-39000000.0,-60000000.0,8000000.0,-289000000.0,-900000000.0,-96000000.0,20716949875.220818
MTD,1318.3599853516,1.03,2.013416666666666,250.54,20.54,20.85,79900000.0,10642700000.0,22990000.0,288593000.0,820272000.0,3047990000.0,159171000.0,328666000.0,3207161000.0,448000.0,77731000.0,5631965000.0,406846000.0,639184000.0,-6293514000.0,249347000.0,183672000.0,1001561000.0,-297852000.0,783813000.0,1246224000.0,28960695355.140186,-768606000.0,603364000.0,1639583000.0,381457000.0,219294000.0,54425000.0,247587000.0,203688000.0,238229000.0,555820000.0,259276000.0,259276000.0,-11791000.0,43899000.0,951950000.0,692674000.0,396130000.0,-11689000.0,203688000.0,203688000.0,-311141535.35353535,10125000.0,-25180000.0,-195693000.0,51688000.0,7081000.0,203688000.0,41420000.0,-252499000.0,-1014000.0,263307000.0,17018000.0,4955000.0,-416011386.7924528,-9602000.0,6088000.0,-22433000.0,50301000.0,-576000.0,30309096063.233284
NCLH,21.6399993896,2.7,2.013416666666666,-105.37,-8.35,0.0,52300000.00000001,4546600000.0,416890000.0,500525000.0,6371545000.0,15846788000.0,2883239000.0,1531248000.0,18730027000.0,370000.0,33954000.0,-3223685000.0,380103000.0,98134000.0,-264991000.0,580744000.0,1934816000.0,2939848000.0,-264991000.0,14269423000.0,3281201000.0,28960695355.140186,2284580000.0,990384000.0,11862659000.0,108177000.0,94951000.0,540459000.0,-845591000.0,-845885000.0,229142000.0,-286675000.0,-689106000.0,-689106000.0,-157643000.0,294000.0,153081000.0,842187000.0,439756000.0,-156485000.0,-845885000.0,-845885000.0,-311141535.35353535,266795000.0,-227756000.0,82728000.0,272247000.0,2052000.0,-845885000.0,-815324000.0,-14000.0,-22260245.61403509,-670296000.0,188527000.0,2293000.0,-416011386.7924528,-571770000.0,36510000.0,-230049000.0,112404000.0,-31714000.0,9021499345.530344
NDAQ,178.5500030518,1.1125609756097563,2.06,18.64,5.94,19.6,19300000.0,1001900000.0,167220000.0,2885000000.0,1983000000.0,12042000000.0,6345000000.0,4672000000.0,18397000000.0,2000000.0,4622000000.0,6296000000.0,602000000.0,8510000000.0,-1936000000.0,153000000.0,303000000.0,5595000000.0,-1511000000.0,878000000.0,5496000000.0,475000000.0,-5050000000.0,552000000.0,5447000000.0,3778022597.938144,166000000.0,1259538676.4705882,371000000.0,288000000.0,394000000.0,838000000.0,377000000.0,377000000.0,-33000000.0,83000000.0,1357000000.0,980000000.0,519000000.0,-6000000.0,288000000.0,288000000.0,44000000.0,-52000000.0,-5000000.0,-321000000.0,-167000000.0,71203177.08333333,288000000.0,-98000000.0,-477000000.0,-4000000.0,232000000.0,66000000.0,-17000000.0,-91000000.0,8000000.0,88000000.0,-32000000.0,281000000.0,-34000000.0,29857131510.321995
NFLX,341.1300048828,0.85,2.013416666666666,39.39,10.01,17.64,169899999.99999997,1175800000.0,442950000.0,13111028000.0,10699241944.88189,27425240000.0,15314617000.0,5293594000.0,42739857000.0,3852531000.0,801665000.0,12081943000.0,2359987000.0,10145954223.880596,-619857000.0,16743470000.0,7526681000.0,8049246000.0,-19835000.0,3469572000.0,9415787000.0,28960695355.140186,2203589000.0,782350000.0,14793691000.0,3778022597.938144,643059000.0,699473000.0,1660959000.0,1449071000.0,957738000.0,3276878000.0,1755253000.0,1755253000.0,-190429000.0,211888000.0,7483467000.0,5728214000.0,4206589000.0,-94294000.0,1449071000.0,1449071000.0,-311141535.35353535,20104000.0,-188631000.0,-81555000.0,163615000.0,18445000.0,1449071000.0,-251650000.0,-100000000.0,-63843000.0,82379000.0,70253000.0,-21304000.0,-416011386.7924528,-336094604.83870965,-4583715000.0,-167327000.0,-377467239.6694215,1247087705.357143,151103535662.83624
NLOK,26.6399993896,1.1125609756097563,0.5,57.57971631205673,11.43,33.07,30600000.0,1346056488.5496182,581760000.0,1054000000.0,10699241944.88189,6971000000.0,-98000000.0,1429000000.0,6873000000.0,1940000000.0,74000000.0,-2060000000.0,1250000000.0,2876000000.0,22000000.0,467000000.0,1771000000.0,2883000000.0,22000000.0,143000000.0,2157000000.0,176000000.0,-4028000000.0,202000000.0,2757000000.0,3778022597.938144,83000000.0,1086000000.0,261000000.0,202000000.0,202000000.0,597000000.0,314000000.0,314000000.0,-32000000.0,59000000.0,702000000.0,388000000.0,105000000.0,-53000000.0,202000000.0,202000000.0,5000000.0,50000000.0,3000000.0,-83000000.0,16000000.0,71203177.08333333,202000000.0,245000000.0,-1000000.0,-5000000.0,330000000.0,26000000.0,-1000000.0,-73000000.0,-7000000.0,2000000.0,-2000000.0,-9000000.0,1247087705.357143,15498086044.893696
NRG,39.1899986267,0.84,1.3,81.2,13.15,11.11,10600000.0,2157200000.0,244840000.0,2915000000.0,8525000000.0,23887000000.0,4078000000.0,7794000000.0,27965000000.0,4000000.0,10498000000.0,971000000.0,3664000000.0,1801000000.0,-5422000000.0,6233000000.0,259000000.0,12009000000.0,-192000000.0,2269000000.0,14572000000.0,175000000.0,-638000000.0,2960000000.0,7944000000.0,445000000.0,1967000000.0,504000000.0,2163000000.0,1618000000.0,318000000.0,2917000000.0,2336000000.0,2336000000.0,-122000000.0,545000000.0,6609000000.0,4273000000.0,3692000000.0,-173000000.0,1618000000.0,1618000000.0,-311141535.35353535,0.0,-93000000.0,-270000000.0,-308000000.0,71203177.08333333,1618000000.0,1112000000.0,-1082745008.3333333,-3000000.0,1478000000.0,223000000.0,-9000000.0,-80000000.0,-336094604.83870965,-65000000.0,-76000000.0,-331000000.0,141000000.0,9595279263.761229
NSC,263.0599975586,1.3599999999999999,4.01,20.23,7.16,26.84,60199999.99999999,1034500000.0,243340000.0,7987129705.426356,2224000000.0,24717000000.0,13887000000.0,641000000.0,38604000000.0,244000000.0,77000000.0,11990000000.0,8499000000.0,10145954223.880596,-571000000.0,769000000.0,1465000000.0,2410000000.0,-571000000.0,31429000000.0,2722000000.0,3684000000.0,13887000000.0,945000000.0,13808000000.0,235000000.0,1196000000.0,558000000.0,986000000.0,753000000.0,1627970673.9130435,1459000000.0,1162000000.0,1162000000.0,-164000000.0,233000000.0,2852000000.0,1690000000.0,1393000000.0,-176000000.0,753000000.0,752000000.0,11000000.0,0.0,-318000000.0,-1103000000.0,151000000.0,2000000.0,753000000.0,-205000000.0,-935000000.0,-22260245.61403509,1216000000.0,297000000.0,107816635.51401868,-268000000.0,-6000000.0,10000000.0,-398000000.0,98000000.0,1247087705.357143,64013019805.90972
NVDA,212.5800018311,1.1125609756097563,0.16,41.94,15.93,33.81,77200000.0,497000000.0,2490000000.0,2454000000.0,10465000000.0,16834000000.0,23798000000.0,1446000000.0,40632000000.0,3000000.0,4346088436.090225,25359000000.0,1535000000.0,4302000000.0,-12029000000.0,4423000000.0,1288000000.0,3612000000.0,9000000.0,3339000000.0,25806000000.0,308000000.0,17042000000.0,3954000000.0,10944000000.0,2233000000.0,1664000000.0,1259538676.4705882,2638000000.0,2464000000.0,557000000.0,4631000000.0,2671000000.0,2671000000.0,-62000000.0,174000000.0,7103000000.0,4432000000.0,2472000000.0,-33000000.0,2464000000.0,2464000000.0,-4014000000.0,195000000.0,-4439000000.0,-1420000000.0,-1482000000.0,149000000.0,2464000000.0,-4340000000.0,-439000000.0,-22260245.61403509,1519000000.0,298000000.0,107816635.51401868,-100000000.0,-366000000.0,528000000.0,-222000000.0,-1008000000.0,-22000000.0,529324204559.43896
NWSA,21.1700000763,1.1125609756097563,0.2,6.62,3.3,4.94,36900000.0,353600000.0,392830000.0,2082000000.0,11948000000.0,7173000000.0,8383000000.0,1462000000.0,16520000000.0,6000000.0,502000000.0,-2482000000.0,937000000.0,4557000000.0,-1089000000.0,1680000000.0,2184000000.0,3233000000.0,-1089000000.0,3097000000.0,4599000000.0,505000000.0,1744000000.0,1665000000.0,1968000000.0,248000000.0,351000000.0,302000000.0,361000000.0,235000000.0,852000000.0,1438000000.0,418000000.0,418000000.0,-21000000.0,99000000.0,2717000000.0,2299000000.0,1279000000.0,-57000000.0,262000000.0,235000000.0,-30000000.0,-2000000.0,-154000000.0,-113000000.0,301243676.4705882,71203177.08333333,235000000.0,84000000.0,-43000000.0,-11000000.0,362000000.0,168000000.0,4000000.0,-86000000.0,-231000000.0,127000000.0,-107000000.0,-377467239.6694215,16000000.0,8316211129.972929
OGN,34.9000015259,1.1125609756097563,0.28,69.86,7.087382550335569,21.43,39800000.0,1346056488.5496182,253550000.0,7987129705.426356,10699241944.88189,83712335918.91891,-1618000000.0,8278249846.715328,107629966641.89189,2716837500.0,4346088436.090225,23765154319.148937,11839820700.680273,10145954223.880596,-11337563687.07483,23267119371.62162,7257747000.0,51747590040.54054,-1552249020.689655,15228179797.202797,32431518135.135136,28960695355.140186,-6904000000.0,6024967443.661972,18899216510.638298,3778022597.938144,35909485342.46575,1259538676.4705882,236000000.0,202000000.0,455000000.0,1022000000.0,387000000.0,387000000.0,-98000000.0,34000000.0,1604000000.0,1217000000.0,582000000.0,-151000000.0,202000000.0,202000000.0,-311141535.35353535,0.0,-1304914794.5205479,-478747205.4794521,301243676.4705882,71203177.08333333,202000000.0,414127705.4794521,-1082745008.3333333,-22260245.61403509,2215622780.821918,509183055.9440559,107816635.51401868,-416011386.7924528,-336094604.83870965,17521561.643835615,-582493429.6296296,-377467239.6694215,1247087705.357143,8848895386.891945
ORCL,79.4499969482,0.81,1.2,57.57971631205673,9.2,24.79,85500000.0,1346056488.5496182,2670000000.0,1881000000.0,10699241944.88189,116555000000.0,-10101000000.0,11346000000.0,106897000000.0,25591000000.0,4346088436.090225,-34076000000.0,24241000000.0,43842000000.0,-1616000000.0,22067000000.0,17938000000.0,18881000000.0,-1616000000.0,8029000000.0,31078000000.0,28960695355.140186,-55824000000.0,4462000000.0,73433000000.0,3778022597.938144,1034000000.0,4998000000.0,-1496000000.0,-1247000000.0,2273000000.0,8201000000.0,3911000000.0,3911000000.0,-679000000.0,-249000000.0,10360000000.0,6449000000.0,2159000000.0,-5407000000.0,-1247000000.0,-1247000000.0,11655000000.0,-2222000000.0,10730000000.0,-12053000000.0,-7000000.0,157000000.0,-1247000000.0,-5121000000.0,-7076000000.0,-116000000.0,-3682000000.0,634000000.0,107816635.51401868,-861000000.0,-63000000.0,-273000000.0,-925000000.0,-4250000000.0,-23000000.0,212131491851.694
PARA,36.4099998474,1.1125609756097563,2.013416666666666,57.57971631205673,7.087382550335569,18.070933333333333,6907291333.333333,1346056488.5496182,655813666.6666666,7987129705.426356,10699241944.88189,83712335918.91891,22965153516.778522,8278249846.715328,107629966641.89189,2716837500.0,4346088436.090225,23765154319.148937,11839820700.680273,10145954223.880596,-11337563687.07483,23267119371.62162,7257747000.0,51747590040.54054,-1552249020.689655,15228179797.202797,32431518135.135136,28960695355.140186,7132548738.2550335,6024967443.661972,18899216510.638298,3778022597.938144,35909485342.46575,1259538676.4705882,1627466946.3087249,,1627970673.9130435,4041874516.7785234,1612219751.6778524,1730433241.6107383,-145599757.57575756,290304637.58389264,9826822899.32886,8096389657.718121,5784948382.550336,-102966295.30201343,1337162308.7248323,1327182093.9597316,-311141535.35353535,446403187.9194631,-1304914794.5205479,-478747205.4794521,301243676.4705882,71203177.08333333,,414127705.4794521,-1082745008.3333333,-22260245.61403509,2215622780.821918,509183055.9440559,107816635.51401868,-416011386.7924528,-336094604.83870965,17521561.643835615,-582493429.6296296,-377467239.6694215,1247087705.357143,93667684783.88248
